event_id,timestamp,threat_vector,actor_id,actor_role,target_resource,action_executed,associated_ticket_id,execution_time_delta,data_volume_kb,temporal_hour,is_anomaly
dc2fc65e-1f4e-495e-4e58-95b31327bf0d,2025-07-14T11:04:13,NONE,USR-4389,network_engineer,notification-service,POST /api/v2/auth/login,INC-995568,238.407,78.83,11,0
e1f24fa1-5c45-4221-7d89-73d54d91436b,2025-03-02T03:46:24,NONE,USR-9828,data_engineer,compliance-db,GET /api/v2/settlements/pending,INC-220255,167.133,136.2,3,0
e6187544-0255-410c-da2d-7ba14e7b5f0a,2025-01-21T17:57:27,NONE,USR-6109,developer,batch-scheduler,GET /api/v2/reports/daily,INC-661032,428.532,1.0,17,0
f58d3201-e811-4d96-52ee-56d95fa583a2,2025-02-19T12:33:28,NONE,USR-7608,analyst,identity-provider,GET /api/v2/settlements/pending,INC-896128,309.749,83.55,12,0
92483fa5-68dc-40a7-0cb1-6f8c8aeef066,2025-04-12T11:11:00,NONE,USR-2853,business_analyst,account-ledger-api,GET /api/v2/settlements/pending,NULL,382.515,40.75,11,0
632b5bbf-c406-44a1-4f84-ea29469e95df,2025-01-22T22:10:20,NONE,USR-4941,qa_engineer,reporting-dashboard,INSERT INTO audit_log VALUES (?),NULL,422.787,107.43,22,0
c6ec98f7-f8b5-4bbd-b90a-c8302e1a46d1,2025-06-30T10:16:58,NONE,USR-2555,support_engineer,transaction-db,MERGE PR #338 feature/rate-limiter,INC-552716,382.175,101.68,10,0
3f8e2539-2a02-404f-5922-9452e437b9b9,2025-02-12T10:35:30,NONE,USR-1437,business_analyst,settlement-engine,GET /api/v2/reports/daily,NULL,395.767,21.29,10,0
89d0fc14-cef6-4907-463b-e633ffe54d39,2025-12-21T14:40:46,NONE,USR-5332,operations_engineer,kyc-verification-service,DELETE /api/v2/sessions/{id},INC-656391,332.291,98.05,14,0
8ebb548f-e87f-42cc-0a95-5805c6ade704,2025-11-16T15:59:41,NONE,USR-2041,developer,identity-provider,SELECT * FROM accounts WHERE account_id = ?,INC-834703,430.952,65.85,15,0
e88065b9-8c8d-46df-7797-a91f013f5f96,2025-03-17T03:18:28,NONE,USR-2732,operations_engineer,payment-gateway,DELETE /api/v2/sessions/{id},NULL,338.463,82.11,3,0
fe74139d-be95-452d-aad0-d2a59af31b88,2025-09-10T14:46:51,NONE,USR-2802,operations_engineer,compliance-db,UPDATE customer SET status = ? WHERE id = ?,INC-933825,306.11,101.25,14,0
62ffe613-9b46-4f72-442f-46c971f858a7,2025-12-05T22:15:41,NONE,USR-6801,developer,customer-portal,DELETE /api/v2/sessions/{id},INC-972086,385.682,119.47,22,0
20acd52b-ba1d-46df-15b6-6e456beeb841,2025-08-26T00:20:00,NONE,USR-5433,compliance_officer,settlement-engine,PUT /api/v2/customers/{id}/profile,INC-355965,444.979,32.23,0,0
e3ff253c-5607-4973-0559-d7f0da13d4f0,2025-10-10T18:30:05,NONE,USR-5556,support_engineer,compliance-db,DEPLOY application-service v2.1.3,INC-944310,255.951,135.2,18,0
bc486ed9-3f41-4e46-5e3b-fade8f66bb62,2025-12-08T07:15:18,NONE,USR-7945,data_engineer,notification-service,GET /api/v2/risk/score/{id},NULL,385.117,104.7,7,0
c12d51c5-e8af-4155-e2da-8c0df8254a81,2025-08-31T16:04:29,NONE,USR-3514,network_engineer,config-service,POST /api/v2/transactions,INC-565913,453.048,105.57,16,0
9901dc36-8dc0-47b7-7db5-8188f5371067,2025-01-15T20:15:41,NONE,USR-5096,support_engineer,customer-portal,POST /api/v2/transactions,INC-344539,596.784,99.08,20,0
1369857c-780d-4b0c-a031-66148f3add4c,2025-03-17T09:18:19,NONE,USR-8002,business_analyst,risk-scoring-api,INSERT INTO audit_log VALUES (?),NULL,344.264,112.65,9,0
ec085cc7-9054-4814-983d-564054599625,2025-10-15T23:49:37,NONE,USR-4989,support_engineer,kyc-verification-service,UPDATE customer SET status = ? WHERE id = ?,INC-808899,344.144,54.58,23,0
c6302947-cf3d-4a53-941a-0558824e7374,2025-08-21T03:55:31,NONE,USR-8406,network_engineer,data-warehouse,POST /api/v2/transactions,NULL,172.862,22.79,3,0
a6be2edf-b472-4a5b-bb18-82f388758d18,2025-08-28T04:46:13,NONE,USR-7298,developer,customer-portal,PATCH /api/v2/settings,INC-291315,478.244,156.85,4,0
d2ca8e84-12e3-4e3e-45d9-8bb0b12cf704,2025-06-21T04:23:33,NONE,USR-3387,network_engineer,audit-log-service,GET /api/v2/customers/{id},NULL,178.602,88.86,4,0
233e2370-480a-4489-8641-e21b5a293972,2025-01-23T06:34:34,NONE,USR-5879,data_engineer,account-ledger-api,SELECT * FROM accounts WHERE account_id = ?,INC-708734,529.384,42.27,6,0
bb2bf300-b7e9-44c5-e82d-93b2a5f34165,2025-04-20T17:07:45,NONE,USR-9606,analyst,account-ledger-api,PUT /api/v2/customers/{id}/profile,NULL,415.12,101.48,17,0
77a074e4-ca23-4801-0947-0e897749b661,2025-12-28T09:46:34,NONE,USR-3035,compliance_officer,settlement-engine,GET /api/v2/customers/{id},INC-690999,287.816,110.94,9,0
a9b8a52f-892a-491a-2b7a-40bb1f3ae391,2025-05-04T18:38:19,NONE,USR-4960,support_engineer,payment-gateway,UPDATE customer SET status = ? WHERE id = ?,NULL,263.043,79.66,18,0
038a051f-68bc-4512-3213-00fd6f19d115,2025-02-25T09:38:55,NONE,USR-8779,developer,data-warehouse,GET /api/v2/customers/{id},INC-764236,277.013,37.88,9,0
e01aa345-3894-4f5d-cee5-d4f0ca6c4122,2025-07-19T02:26:26,NONE,USR-7874,data_engineer,kyc-verification-service,GET /api/v2/audit/logs,INC-925040,367.944,126.75,2,0
5ab1177f-b55a-4c10-98da-70ac923a6aa7,2025-10-13T00:36:04,NONE,USR-7330,compliance_officer,compliance-db,DELETE /api/v2/sessions/{id},INC-893705,325.384,77.29,0,0
8e3aad5c-5586-4f45-180c-9dd563d11722,2025-10-13T05:04:36,NONE,USR-4069,business_analyst,fraud-detection-engine,PATCH /api/v2/settings,INC-919039,486.477,65.06,5,0
8a438169-4838-4dcf-e6fd-91b62ab9bdac,2025-05-16T23:30:53,NONE,USR-3436,network_engineer,transaction-db,GET /api/v2/audit/logs,INC-923733,407.481,47.66,23,0
94fd1b50-d6d1-4c9c-ddb8-b3809556198f,2025-07-01T05:03:18,NONE,USR-8066,network_engineer,compliance-db,DEPLOY application-service v2.1.3,INC-804153,269.884,110.9,5,0
93b06ada-4957-43ea-a5a2-ddf9aac3d72e,2025-10-23T05:02:40,NONE,USR-8040,compliance_officer,fraud-detection-engine,GET /api/v2/risk/score/{id},NULL,327.099,84.98,5,0
0219e653-9051-46bf-059d-a4137c6a9102,2025-03-05T16:11:19,NONE,USR-8416,analyst,compliance-db,PUT /api/v2/customers/{id}/profile,INC-315513,157.29,63.26,16,0
c02495a2-0af0-4e22-73d1-03e9c198b755,2025-11-09T19:55:44,NONE,USR-2083,qa_engineer,reporting-dashboard,GET /api/v2/risk/score/{id},INC-621710,348.226,54.96,19,0
d57ba6f0-85de-4845-826a-c79220993c83,2025-03-17T07:55:56,NONE,USR-6973,product_manager,reporting-dashboard,GET /api/v2/accounts,INC-801362,145.148,116.75,7,0
04f7c557-cfdf-4da1-dfe1-ac254160aa59,2025-02-06T04:54:05,NONE,USR-8520,data_engineer,config-service,POST /api/v2/transactions,INC-487437,252.955,48.69,4,0
ba3828ca-875c-4107-abe0-77a775e66ecc,2025-10-14T11:03:19,NONE,USR-1376,operations_engineer,transaction-db,BUILD pipeline:app-service #412,INC-797827,257.178,65.08,11,0
e89b322f-6a94-465b-02c7-f7e321887836,2025-04-25T14:25:48,NONE,USR-7499,business_analyst,reporting-dashboard,POST /api/v2/auth/login,INC-921069,146.102,102.84,14,0
72cd18b8-a557-47e0-c12e-c959ee0d2a7c,2025-04-08T02:21:34,NONE,USR-9487,compliance_officer,payment-gateway,GET /api/v2/customers/{id},INC-758840,112.809,140.89,2,0
34f0c2bd-e3be-4db4-de20-667561b4eb81,2025-07-15T02:30:08,NONE,USR-6298,network_engineer,payment-gateway,GET /api/v2/audit/logs,INC-968941,330.944,84.1,2,0
5fe419ec-a554-4909-1138-f61a4e005a23,2025-06-13T21:12:51,NONE,USR-1168,business_analyst,identity-provider,PATCH /api/v2/settings,INC-364607,355.866,116.08,21,0
96082602-3da0-4d59-c95c-34435a635db4,2025-06-11T12:04:32,NONE,USR-2393,business_analyst,data-warehouse,BUILD pipeline:app-service #412,INC-364060,258.154,64.79,12,0
50bec040-18ef-432a-8bd9-052ef75a33bb,2025-06-05T03:37:29,NONE,USR-7524,support_engineer,batch-scheduler,POST /api/v2/auth/login,NULL,331.85,137.64,3,0
4f045c09-8330-47bc-8f07-56bca0f66390,2025-05-22T23:35:11,NONE,USR-3430,qa_engineer,config-service,GET /api/v2/risk/score/{id},NULL,139.701,152.71,23,0
181d8b18-80fc-40f2-6a1c-de92563f6a99,2025-04-03T09:20:59,NONE,USR-3041,support_engineer,risk-scoring-api,PATCH /api/v2/settings,INC-690916,292.185,71.7,9,0
51931318-79cd-4f31-8853-2aa3bd5a3875,2025-10-25T15:31:35,NONE,USR-5855,support_engineer,fraud-detection-engine,DELETE /api/v2/sessions/{id},INC-636870,391.429,38.56,15,0
7f45d169-b4d2-4c57-d449-fd69084ebd42,2025-10-15T02:11:24,NONE,USR-5134,business_analyst,kyc-verification-service,GET /api/v2/fraud/alerts,INC-627374,392.311,60.96,2,0
a5c2c386-9191-4d7f-ff23-9aa745f3f50b,2025-12-10T13:25:27,NONE,USR-3978,product_manager,auth-service,GET /api/v2/audit/logs,INC-940263,480.872,88.3,13,0
5a053a08-a2c2-439f-73d4-e8a59d7c6886,2025-05-15T06:06:12,NONE,USR-3425,qa_engineer,notification-service,PATCH /api/v2/settings,INC-235820,378.829,49.99,6,0
0998bd57-415f-4234-08fa-192b17732591,2025-08-21T04:39:14,NONE,USR-6849,business_analyst,risk-scoring-api,RUN test-suite:integration,NULL,366.695,95.38,4,0
528755f5-be2a-4e26-e1ec-4c5b78611c58,2025-04-27T12:33:07,NONE,USR-8964,analyst,risk-scoring-api,GET /api/v2/settlements/pending,INC-590590,260.466,142.95,12,0
25ff742a-b4b5-42e2-38ea-72a464c647a5,2025-08-25T12:48:40,NONE,USR-6091,developer,identity-provider,GET /api/v2/risk/score/{id},INC-707894,437.398,88.79,12,0
1f7a5761-48b5-480f-2123-bcf4ec49bf5b,2025-03-25T05:55:39,NONE,USR-2174,data_engineer,payment-gateway,DEPLOY application-service v2.1.3,INC-730636,437.708,97.03,5,0
07124b03-c371-48c1-c8da-8db99a0d6a07,2025-04-13T19:04:00,NONE,USR-2019,data_engineer,kyc-verification-service,GET /api/v2/reports/daily,INC-587826,391.277,40.5,19,0
3effc2e4-fc08-462c-cb5c-27940ae5feae,2025-06-02T16:35:17,NONE,USR-1869,network_engineer,reporting-dashboard,POST /api/v2/kyc/verify,INC-911193,409.093,1.0,16,0
21cd2ded-330e-4a58-4481-c5fa4c44d43d,2025-12-07T19:51:55,NONE,USR-7413,data_engineer,risk-scoring-api,PATCH /api/v2/settings,INC-617270,378.781,128.46,19,0
e58515a5-65bf-4a81-0115-06add0632363,2025-01-11T20:23:52,NONE,USR-8516,analyst,data-warehouse,UPDATE customer SET status = ? WHERE id = ?,NULL,442.262,107.12,20,0
7f6c44a9-c757-485c-f86a-25e93db70417,2025-11-09T01:37:52,NONE,USR-7014,analyst,settlement-engine,PATCH /api/v2/settings,INC-112151,358.27,1.0,1,0
b4e1edaa-85a2-4401-2a05-83b53923675e,2025-04-17T13:24:14,NONE,USR-4071,support_engineer,notification-service,DEPLOY application-service v2.1.3,INC-833669,237.589,105.75,13,0
4caa5202-16ab-40e9-357a-1a073f03b383,2025-08-17T13:04:15,NONE,USR-4141,analyst,kyc-verification-service,POST /api/v2/transactions,INC-599884,425.717,92.5,13,0
f394cb40-735c-493d-3c28-f829844919e4,2025-03-15T00:24:58,NONE,USR-8776,analyst,config-service,GET /api/v2/fraud/alerts,INC-450026,346.695,75.59,0,0
5fc4db2d-73c4-4288-3f95-a4da5883b81e,2025-03-20T10:07:43,NONE,USR-4489,network_engineer,payment-gateway,GET /api/v2/audit/logs,INC-861006,167.448,63.25,10,0
2f322475-ab7e-487e-7934-158a4e12d5f9,2025-11-21T16:24:52,NONE,USR-3001,business_analyst,account-ledger-api,GET /api/v2/risk/score/{id},NULL,291.354,90.6,16,0
f3d6e396-0e77-400b-3365-78c8d2db672e,2025-05-06T12:34:44,NONE,USR-7920,operations_engineer,transaction-db,UPDATE customer SET status = ? WHERE id = ?,INC-493735,352.09,43.92,12,0
eaa9c516-827e-4272-6cb7-1dd02188662b,2025-11-02T08:53:08,NONE,USR-4955,operations_engineer,reporting-dashboard,POST /api/v2/kyc/verify,INC-914165,188.437,103.29,8,0
64670ab9-22b5-43e1-911a-f95e199883a8,2025-07-18T11:10:09,NONE,USR-5578,support_engineer,kyc-verification-service,MERGE PR #338 feature/rate-limiter,INC-828076,324.252,87.07,11,0
16d7acc8-8a7b-4638-6f09-3154b8ea2c0c,2025-08-05T05:58:44,NONE,USR-5778,operations_engineer,batch-scheduler,GET /api/v2/audit/logs,NULL,500.622,67.05,5,0
d876d326-e32c-4798-ee54-2306631fb8af,2025-01-06T06:59:39,NONE,USR-7013,product_manager,data-warehouse,PUT /api/v2/customers/{id}/profile,INC-941613,201.136,43.7,6,0
9ca75cb2-a4d2-4e95-c674-8f974b0c3c3d,2025-03-26T22:18:42,NONE,USR-7955,developer,config-service,GET /api/v2/risk/score/{id},INC-671597,155.656,79.29,22,0
8bcc46f1-298f-4a91-2072-983a41aeafc1,2025-12-12T00:56:09,NONE,USR-5300,qa_engineer,batch-scheduler,SELECT * FROM accounts WHERE account_id = ?,INC-112372,501.448,43.14,0,0
ec647df5-7f5b-4f25-4f64-ad2be70359f7,2025-09-15T12:10:04,NONE,USR-4649,operations_engineer,risk-scoring-api,GET /api/v2/settlements/pending,INC-279790,361.586,60.9,12,0
2f06bca3-0204-44e0-2ff8-5f374092005b,2025-04-29T10:48:24,NONE,USR-8253,support_engineer,kyc-verification-service,GET /api/v2/customers/{id},INC-110174,243.188,12.42,10,0
c59733a4-96b5-43f7-adb5-eec4b92af361,2025-08-28T06:21:02,NONE,USR-8825,compliance_officer,transaction-db,PUT /api/v2/customers/{id}/profile,NULL,585.548,66.51,6,0
9946e252-aec9-4d30-c755-f75b32a74a10,2025-10-23T10:43:27,NONE,USR-8823,developer,risk-scoring-api,MERGE PR #338 feature/rate-limiter,INC-562362,296.496,55.92,10,0
c9952d02-80d3-4a0a-87fa-6ad2998bec40,2025-03-05T10:46:42,NONE,USR-6202,network_engineer,identity-provider,MERGE PR #338 feature/rate-limiter,INC-201760,370.448,150.12,10,0
59de12ce-0daf-4c64-a52d-f17b707308ad,2025-11-10T15:18:02,NONE,USR-4926,business_analyst,settlement-engine,GET /api/v2/customers/{id},INC-987537,408.518,159.28,15,0
0ae6c208-4e98-456d-1edf-4c32e8e1d7fd,2025-01-03T15:54:37,NONE,USR-9031,support_engineer,risk-scoring-api,MERGE PR #338 feature/rate-limiter,INC-555787,390.099,4.95,15,0
ddd2da4d-8bda-4f0f-2e71-2cbddc950291,2025-09-06T21:31:42,NONE,USR-8250,data_engineer,compliance-db,GET /api/v2/reports/daily,INC-446269,313.571,119.39,21,0
24c6bc90-8ac2-42b0-519d-30db1c003810,2025-11-19T20:14:31,NONE,USR-8213,business_analyst,config-service,BUILD pipeline:app-service #412,INC-228323,348.585,125.17,20,0
923b6794-5163-4ed7-ef46-9ef861c62335,2025-03-18T20:20:31,NONE,USR-3376,support_engineer,reporting-dashboard,GET /api/v2/accounts,INC-903679,392.399,32.69,20,0
965a0a1e-4ca6-4910-696c-a9bd0190a15c,2025-12-21T08:00:40,NONE,USR-8464,developer,risk-scoring-api,UPDATE customer SET status = ? WHERE id = ?,INC-988197,410.695,124.84,8,0
2369e75b-c7a2-404c-2c7c-19a6f603505d,2025-02-16T12:45:55,NONE,USR-4122,analyst,auth-service,GET /api/v2/fraud/alerts,NULL,276.827,146.59,12,0
a4ef3c65-e528-4f31-2878-7702f345bd6c,2025-12-01T23:24:55,NONE,USR-6407,qa_engineer,batch-scheduler,POST /api/v2/kyc/verify,INC-976401,168.446,65.51,23,0
32e3bd87-7473-4b91-b08d-70e319abc318,2025-04-16T03:04:55,NONE,USR-6905,compliance_officer,compliance-db,GET /api/v2/risk/score/{id},INC-602869,254.08,106.83,3,0
f29bce18-332e-4fbd-64a8-321ae5ac9178,2025-11-19T13:26:16,NONE,USR-1802,business_analyst,transaction-db,SELECT * FROM accounts WHERE account_id = ?,NULL,411.877,93.78,13,0
4d362a2f-85b5-4c35-828d-254941b13600,2025-12-13T17:50:35,NONE,USR-3046,support_engineer,reporting-dashboard,GET /api/v2/risk/score/{id},INC-746802,250.039,71.0,17,0
ebc9bc09-1c11-447f-24ee-380e70c5ec37,2025-07-08T04:24:05,NONE,USR-4298,network_engineer,batch-scheduler,UPDATE customer SET status = ? WHERE id = ?,NULL,264.059,77.8,4,0
f96cd3d5-6f98-4d8d-abbf-9c6da7e51c7e,2025-06-14T10:07:05,NONE,USR-8360,business_analyst,kyc-verification-service,GET /api/v2/accounts,INC-554062,444.689,37.13,10,0
d7f72629-c8eb-4e6c-0ae9-4a558c1ca7f2,2025-09-11T20:14:45,NONE,USR-8693,analyst,account-ledger-api,RUN test-suite:integration,INC-240154,335.321,231.24,20,0
aefd3ffc-88d4-4cbd-4b03-bddd0670f569,2025-07-24T12:03:45,NONE,USR-4011,developer,account-ledger-api,PATCH /api/v2/settings,INC-655055,274.73,106.36,12,0
0b128859-c6e1-4756-0cd5-bac2d5aa6cdb,2025-03-05T06:49:25,NONE,USR-7749,analyst,notification-service,GET /api/v2/audit/logs,INC-876108,580.253,52.48,6,0
d369485f-8de5-49d0-32fa-0d03830b894c,2025-11-08T16:10:07,NONE,USR-4060,operations_engineer,audit-log-service,DEPLOY application-service v2.1.3,INC-870780,363.121,75.93,16,0
889254c8-02d1-4fbb-3657-72ed17deb8b8,2025-01-23T21:51:35,NONE,USR-9389,developer,data-warehouse,PATCH /api/v2/settings,INC-873984,318.955,63.46,21,0
22fffaf8-c896-460d-6fcc-0aa8396daec2,2025-12-05T04:48:05,NONE,USR-1716,compliance_officer,account-ledger-api,INSERT INTO audit_log VALUES (?),INC-774606,336.201,59.12,4,0
b755babf-111b-428b-03c7-fe4c74717272,2025-01-11T13:46:34,NONE,USR-1429,data_engineer,data-warehouse,MERGE PR #338 feature/rate-limiter,INC-492937,254.393,79.74,13,0
e5dddff3-1921-4b87-e14c-116633fe1d8a,2025-08-23T10:57:43,NONE,USR-5583,developer,audit-log-service,DEPLOY application-service v2.1.3,INC-933507,161.179,118.91,10,0
7b90fa14-823b-4929-b2ed-eb4d0fa9ae06,2025-08-31T19:37:37,NONE,USR-1849,support_engineer,compliance-db,INSERT INTO audit_log VALUES (?),INC-394394,285.861,13.5,19,0
ecf07053-f8ab-471f-6d65-70654ee1ce5e,2025-02-03T10:20:21,NONE,USR-5494,analyst,auth-service,UPDATE customer SET status = ? WHERE id = ?,INC-382574,432.421,123.76,10,0
227f6542-b1ec-4423-88ff-c2773e071f84,2025-01-27T23:19:41,NONE,USR-9762,support_engineer,audit-log-service,GET /api/v2/fraud/alerts,INC-947034,241.37,104.79,23,0
df1ce10d-aac9-4848-37f5-d5431a97c23d,2025-08-31T17:02:54,NONE,USR-2909,operations_engineer,settlement-engine,PUT /api/v2/customers/{id}/profile,INC-780936,512.085,99.5,17,0
5172852b-4717-45c8-fb8e-ad5de7de82a4,2025-03-09T18:14:38,NONE,USR-4181,product_manager,compliance-db,GET /api/v2/risk/score/{id},INC-613836,310.936,75.17,18,0
d04e076e-8225-47f1-9f9e-88b225ae7ffd,2025-06-04T12:47:46,NONE,USR-1660,network_engineer,payment-gateway,POST /api/v2/kyc/verify,NULL,303.89,125.83,12,0
90d05f6c-224f-4ace-ea0c-8103ea9c4dcb,2025-08-13T15:54:16,NONE,USR-3815,network_engineer,kyc-verification-service,MERGE PR #338 feature/rate-limiter,NULL,305.416,32.65,15,0
3ae3db9a-b341-42a7-021f-8255bea11d3c,2025-04-17T12:05:52,NONE,USR-7866,operations_engineer,data-warehouse,RUN test-suite:integration,INC-847585,90.473,96.96,12,0
c17e29e7-55e6-443d-b4c8-fbbd7c7850a5,2025-07-09T10:02:51,NONE,USR-8528,developer,account-ledger-api,DEPLOY application-service v2.1.3,INC-171242,137.835,75.38,10,0
8ae4fcb7-a70d-4d77-0048-a7fe47a9a550,2025-06-17T21:33:13,NONE,USR-1679,developer,risk-scoring-api,UPDATE customer SET status = ? WHERE id = ?,INC-306918,320.673,153.12,21,0
d04b8b74-76d7-415b-4746-90735ad5632c,2025-02-17T07:29:11,NONE,USR-7427,analyst,kyc-verification-service,GET /api/v2/accounts,INC-926653,280.622,132.64,7,0
208fdf29-76f4-488c-498e-1d3483904d6b,2025-10-06T13:13:56,NONE,USR-4565,compliance_officer,settlement-engine,UPDATE customer SET status = ? WHERE id = ?,INC-634931,279.491,36.78,13,0
cbbdcfe4-8d66-418f-a7e3-ea096b6bb30f,2025-08-25T09:09:22,NONE,USR-3961,operations_engineer,reporting-dashboard,GET /api/v2/audit/logs,INC-912649,232.374,53.08,9,0
1ff7aae9-bd6d-4b20-811a-1cc26259130f,2025-02-22T03:48:52,NONE,USR-3414,business_analyst,account-ledger-api,PATCH /api/v2/settings,INC-389465,295.592,105.89,3,0
53d92389-687b-470b-b91f-5f6bafd092ae,2025-09-27T16:20:52,NONE,USR-7699,analyst,data-warehouse,PATCH /api/v2/settings,INC-120600,310.408,118.1,16,0
e51dfd22-626f-4384-219f-f959cd20c328,2025-08-26T09:00:59,NONE,USR-8639,compliance_officer,notification-service,GET /api/v2/accounts,INC-368281,308.759,133.97,9,0
88c66e7b-c501-4b32-8afc-44d61d58f5d5,2025-10-23T16:13:14,NONE,USR-4440,product_manager,auth-service,POST /api/v2/kyc/verify,INC-976409,481.455,79.7,16,0
971e1d95-7090-4374-692a-f0dd9012b342,2025-05-23T02:17:02,NONE,USR-5542,support_engineer,identity-provider,GET /api/v2/settlements/pending,NULL,437.439,77.4,2,0
ad05cead-5b46-4620-7a54-4fc566b6bc61,2025-04-09T00:34:17,NONE,USR-4958,business_analyst,reporting-dashboard,MERGE PR #338 feature/rate-limiter,NULL,221.314,104.84,0,0
1f079664-875a-4847-5fa1-9b9382a8cd9e,2025-05-31T03:52:03,NONE,USR-9665,developer,audit-log-service,UPDATE customer SET status = ? WHERE id = ?,INC-447769,225.619,101.6,3,0
49d00e80-4809-467b-828b-25aaefc2bf42,2025-04-16T19:28:06,NONE,USR-2369,operations_engineer,customer-portal,GET /api/v2/accounts,INC-222854,386.322,72.84,19,0
cfbdc321-df87-4ece-59cd-f6731b2c84b9,2025-06-28T00:05:41,NONE,USR-5976,business_analyst,fraud-detection-engine,BUILD pipeline:app-service #412,INC-561513,236.799,71.54,0,0
dbfe2927-a6f6-44e6-e157-268270185a15,2025-01-08T22:34:46,NONE,USR-8776,developer,fraud-detection-engine,MERGE PR #338 feature/rate-limiter,INC-818405,242.771,81.26,22,0
deaba2ca-c914-4b53-7f78-f7eea98fb9bc,2025-10-29T23:54:48,NONE,USR-9466,data_engineer,transaction-db,POST /api/v2/transactions,NULL,66.735,85.97,23,0
6a89b34b-02e0-4571-894f-1e05d03fa56c,2025-04-19T08:17:54,NONE,USR-6433,product_manager,risk-scoring-api,POST /api/v2/auth/login,INC-469212,402.722,87.24,8,0
fe4a4078-d298-4b1a-6eca-970a23b7b330,2025-01-31T14:54:09,NONE,USR-4569,developer,batch-scheduler,PATCH /api/v2/settings,INC-944896,436.141,32.91,14,0
52951a92-10b9-40bf-ff85-98b4f4a938eb,2025-12-11T10:27:15,NONE,USR-7152,developer,settlement-engine,DELETE /api/v2/sessions/{id},INC-805298,150.525,85.67,10,0
3ee4d9e4-b551-4431-16c1-876cef919d0d,2025-12-22T03:44:23,NONE,USR-7906,compliance_officer,payment-gateway,GET /api/v2/risk/score/{id},INC-911970,289.15,95.32,3,0
cfde8080-78d2-478d-f06f-a2032696f31a,2025-10-14T07:04:59,NONE,USR-7613,operations_engineer,identity-provider,RUN test-suite:integration,INC-794486,363.535,163.71,7,0
09b1adfd-516d-4a13-1f21-af6ce8607422,2025-03-03T05:12:18,NONE,USR-3676,product_manager,kyc-verification-service,GET /api/v2/risk/score/{id},INC-212930,261.535,98.9,5,0
742b0c80-343b-4a82-7b54-c7334d2488fd,2025-04-09T19:30:18,NONE,USR-4175,qa_engineer,fraud-detection-engine,POST /api/v2/kyc/verify,INC-525285,290.454,81.49,19,0
80309aaf-67c0-43c3-9a56-ba70b5800d09,2025-12-22T19:52:07,NONE,USR-9984,business_analyst,payment-gateway,INSERT INTO audit_log VALUES (?),INC-120867,376.813,127.36,19,0
6ad11fdf-7492-4983-759b-06af1780dcce,2025-09-03T07:21:30,NONE,USR-8372,compliance_officer,config-service,DEPLOY application-service v2.1.3,NULL,229.062,129.78,7,0
346e8552-8f94-4473-b6f1-fff7c03b53ed,2025-03-29T13:34:13,NONE,USR-2635,data_engineer,settlement-engine,GET /api/v2/audit/logs,INC-261814,426.303,27.3,13,0
86130213-fd6b-4436-db40-2e030f7690e7,2025-01-29T02:55:04,NONE,USR-4921,business_analyst,settlement-engine,PUT /api/v2/customers/{id}/profile,INC-808363,434.772,31.6,2,0
0fb52eb3-bf4e-4a33-b073-de7ae869375f,2025-04-08T10:31:44,NONE,USR-5957,developer,risk-scoring-api,RUN test-suite:integration,INC-995238,265.526,115.73,10,0
822bae3c-0711-4b43-a7ef-5adb77cdceea,2025-11-05T02:38:01,NONE,USR-8778,developer,risk-scoring-api,GET /api/v2/risk/score/{id},INC-896871,190.924,86.14,2,0
84ca918e-2b32-4c08-e7c6-1a3541ded55b,2025-08-24T06:58:05,NONE,USR-2153,product_manager,compliance-db,PUT /api/v2/customers/{id}/profile,INC-177200,279.787,153.11,6,0
50ef3623-1130-4f0e-dce0-8aa5a65be60d,2025-05-09T09:45:50,NONE,USR-8290,operations_engineer,settlement-engine,GET /api/v2/accounts,INC-673254,188.773,85.71,9,0
3e7cf162-5436-434c-02d4-c6f117bd9665,2025-07-29T08:25:37,NONE,USR-4665,developer,kyc-verification-service,POST /api/v2/auth/login,INC-212822,326.232,80.04,8,0
051dd9ed-c9b6-44f3-d71f-a150bf5d042a,2025-10-29T19:14:22,NONE,USR-4511,support_engineer,kyc-verification-service,POST /api/v2/transactions,INC-906655,303.542,1.0,19,0
12743960-8517-4d3c-e7b8-adbede739ac1,2025-12-27T17:42:50,NONE,USR-5962,data_engineer,notification-service,SELECT * FROM accounts WHERE account_id = ?,INC-410488,425.55,26.59,17,0
7a7c18ce-8978-476b-ed37-a238899ac083,2025-09-23T21:14:15,NONE,USR-5504,support_engineer,reporting-dashboard,MERGE PR #338 feature/rate-limiter,INC-826085,278.403,58.35,21,0
387cfd7d-ffda-486a-cb20-a0d5842d6461,2025-06-22T19:11:40,NONE,USR-7630,support_engineer,reporting-dashboard,GET /api/v2/risk/score/{id},INC-119105,326.623,61.42,19,0
1de3afb6-2bff-4675-91ef-a1b14f641287,2025-02-04T13:54:03,NONE,USR-8640,product_manager,kyc-verification-service,PUT /api/v2/customers/{id}/profile,INC-373679,394.906,53.31,13,0
116fa227-cad2-489f-ef95-e6b3ec948f4a,2025-10-11T22:56:50,NONE,USR-6686,compliance_officer,batch-scheduler,POST /api/v2/kyc/verify,INC-839791,133.996,130.0,22,0
